"id","exp_grou","STAI_T_demean","IU_demean","stimulus","time","rat","phase"
1,2,0.921900000000001,17.3281,1,1,1,"ACQ"
1,2,0.921900000000001,17.3281,1,2,NA,"ACQ"
1,2,0.921900000000001,17.3281,1,3,9,"ACQ"
1,2,0.921900000000001,17.3281,1,4,32,"ACQ"
1,2,0.921900000000001,17.3281,2,1,0,"ACQ"
1,2,0.921900000000001,17.3281,2,2,0,"ACQ"
1,2,0.921900000000001,17.3281,2,3,1,"ACQ"
1,2,0.921900000000001,17.3281,2,4,8,"ACQ"
2,1,-12.0781,-31.6719,1,1,25,"ACQ"
2,1,-12.0781,-31.6719,1,2,14,"ACQ"
2,1,-12.0781,-31.6719,1,3,48,"ACQ"
2,1,-12.0781,-31.6719,1,4,49,"ACQ"
2,1,-12.0781,-31.6719,2,1,22,"ACQ"
2,1,-12.0781,-31.6719,2,2,23,"ACQ"
2,1,-12.0781,-31.6719,2,3,6,"ACQ"
2,1,-12.0781,-31.6719,2,4,0,"ACQ"
3,2,-1.0781,-24.6719,1,1,0,"ACQ"
3,2,-1.0781,-24.6719,1,2,4,"ACQ"
3,2,-1.0781,-24.6719,1,3,13,"ACQ"
3,2,-1.0781,-24.6719,1,4,26,"ACQ"
3,2,-1.0781,-24.6719,2,1,NA,"ACQ"
3,2,-1.0781,-24.6719,2,2,6,"ACQ"
3,2,-1.0781,-24.6719,2,3,7,"ACQ"
3,2,-1.0781,-24.6719,2,4,18,"ACQ"
4,1,5.9219,-9.67189999999999,1,1,0,"ACQ"
4,1,5.9219,-9.67189999999999,1,2,4,"ACQ"
4,1,5.9219,-9.67189999999999,1,3,0,"ACQ"
4,1,5.9219,-9.67189999999999,1,4,0,"ACQ"
4,1,5.9219,-9.67189999999999,2,1,61,"ACQ"
4,1,5.9219,-9.67189999999999,2,2,50,"ACQ"
4,1,5.9219,-9.67189999999999,2,3,40,"ACQ"
4,1,5.9219,-9.67189999999999,2,4,37,"ACQ"
5,2,-2.0781,-19.6719,1,1,0,"ACQ"
5,2,-2.0781,-19.6719,1,2,0,"ACQ"
5,2,-2.0781,-19.6719,1,3,12,"ACQ"
5,2,-2.0781,-19.6719,1,4,31,"ACQ"
5,2,-2.0781,-19.6719,2,1,0,"ACQ"
5,2,-2.0781,-19.6719,2,2,0,"ACQ"
5,2,-2.0781,-19.6719,2,3,0,"ACQ"
5,2,-2.0781,-19.6719,2,4,0,"ACQ"
6,1,1.9219,4.32810000000001,1,1,NA,"ACQ"
6,1,1.9219,4.32810000000001,1,2,NA,"ACQ"
6,1,1.9219,4.32810000000001,1,3,41,"ACQ"
6,1,1.9219,4.32810000000001,1,4,20,"ACQ"
6,1,1.9219,4.32810000000001,2,1,69,"ACQ"
6,1,1.9219,4.32810000000001,2,2,90,"ACQ"
6,1,1.9219,4.32810000000001,2,3,58,"ACQ"
6,1,1.9219,4.32810000000001,2,4,62,"ACQ"
7,2,-6.0781,2.32810000000001,1,1,0,"ACQ"
7,2,-6.0781,2.32810000000001,1,2,48,"ACQ"
7,2,-6.0781,2.32810000000001,1,3,50,"ACQ"
7,2,-6.0781,2.32810000000001,1,4,69,"ACQ"
7,2,-6.0781,2.32810000000001,2,1,0,"ACQ"
7,2,-6.0781,2.32810000000001,2,2,0,"ACQ"
7,2,-6.0781,2.32810000000001,2,3,54,"ACQ"
7,2,-6.0781,2.32810000000001,2,4,47,"ACQ"
8,1,-2.0781,2.32810000000001,1,1,4,"ACQ"
8,1,-2.0781,2.32810000000001,1,2,43,"ACQ"
8,1,-2.0781,2.32810000000001,1,3,32,"ACQ"
8,1,-2.0781,2.32810000000001,1,4,23,"ACQ"
8,1,-2.0781,2.32810000000001,2,1,10,"ACQ"
8,1,-2.0781,2.32810000000001,2,2,27,"ACQ"
8,1,-2.0781,2.32810000000001,2,3,7,"ACQ"
8,1,-2.0781,2.32810000000001,2,4,4,"ACQ"
9,1,-14.0781,15.3281,1,1,17,"ACQ"
9,1,-14.0781,15.3281,1,2,35,"ACQ"
9,1,-14.0781,15.3281,1,3,23,"ACQ"
9,1,-14.0781,15.3281,1,4,26,"ACQ"
9,1,-14.0781,15.3281,2,1,0,"ACQ"
9,1,-14.0781,15.3281,2,2,0,"ACQ"
9,1,-14.0781,15.3281,2,3,12,"ACQ"
9,1,-14.0781,15.3281,2,4,34,"ACQ"
10,2,-15.0781,-24.6719,1,1,4,"ACQ"
10,2,-15.0781,-24.6719,1,2,NA,"ACQ"
10,2,-15.0781,-24.6719,1,3,46,"ACQ"
10,2,-15.0781,-24.6719,1,4,37,"ACQ"
10,2,-15.0781,-24.6719,2,1,12,"ACQ"
10,2,-15.0781,-24.6719,2,2,15,"ACQ"
10,2,-15.0781,-24.6719,2,3,21,"ACQ"
10,2,-15.0781,-24.6719,2,4,28,"ACQ"
11,2,11.9219,18.3281,1,1,72,"ACQ"
11,2,11.9219,18.3281,1,2,72,"ACQ"
11,2,11.9219,18.3281,1,3,5,"ACQ"
11,2,11.9219,18.3281,1,4,39,"ACQ"
11,2,11.9219,18.3281,2,1,3,"ACQ"
11,2,11.9219,18.3281,2,2,50,"ACQ"
11,2,11.9219,18.3281,2,3,7,"ACQ"
11,2,11.9219,18.3281,2,4,23,"ACQ"
12,2,-3.0781,17.3281,1,1,37,"ACQ"
12,2,-3.0781,17.3281,1,2,78,"ACQ"
12,2,-3.0781,17.3281,1,3,67,"ACQ"
12,2,-3.0781,17.3281,1,4,74,"ACQ"
12,2,-3.0781,17.3281,2,1,NA,"ACQ"
12,2,-3.0781,17.3281,2,2,39,"ACQ"
12,2,-3.0781,17.3281,2,3,50,"ACQ"
12,2,-3.0781,17.3281,2,4,35,"ACQ"
13,2,-1.0781,10.3281,1,1,66,"ACQ"
13,2,-1.0781,10.3281,1,2,48,"ACQ"
13,2,-1.0781,10.3281,1,3,54,"ACQ"
13,2,-1.0781,10.3281,1,4,33,"ACQ"
13,2,-1.0781,10.3281,2,1,39,"ACQ"
13,2,-1.0781,10.3281,2,2,33,"ACQ"
13,2,-1.0781,10.3281,2,3,25,"ACQ"
13,2,-1.0781,10.3281,2,4,22,"ACQ"
14,1,-2.0781,-10.6719,1,1,15,"ACQ"
14,1,-2.0781,-10.6719,1,2,69,"ACQ"
14,1,-2.0781,-10.6719,1,3,96,"ACQ"
14,1,-2.0781,-10.6719,1,4,100,"ACQ"
14,1,-2.0781,-10.6719,2,1,10,"ACQ"
14,1,-2.0781,-10.6719,2,2,61,"ACQ"
14,1,-2.0781,-10.6719,2,3,61,"ACQ"
14,1,-2.0781,-10.6719,2,4,35,"ACQ"
15,2,11.9219,8.32810000000001,1,1,25,"ACQ"
15,2,11.9219,8.32810000000001,1,2,61,"ACQ"
15,2,11.9219,8.32810000000001,1,3,55,"ACQ"
15,2,11.9219,8.32810000000001,1,4,71,"ACQ"
15,2,11.9219,8.32810000000001,2,1,38,"ACQ"
15,2,11.9219,8.32810000000001,2,2,20,"ACQ"
15,2,11.9219,8.32810000000001,2,3,6,"ACQ"
15,2,11.9219,8.32810000000001,2,4,22,"ACQ"
16,1,2.9219,12.3281,1,1,10,"ACQ"
16,1,2.9219,12.3281,1,2,28,"ACQ"
16,1,2.9219,12.3281,1,3,52,"ACQ"
16,1,2.9219,12.3281,1,4,85,"ACQ"
16,1,2.9219,12.3281,2,1,NA,"ACQ"
16,1,2.9219,12.3281,2,2,47,"ACQ"
16,1,2.9219,12.3281,2,3,77,"ACQ"
16,1,2.9219,12.3281,2,4,50,"ACQ"
17,1,-1.0781,18.3281,1,1,27,"ACQ"
17,1,-1.0781,18.3281,1,2,76,"ACQ"
17,1,-1.0781,18.3281,1,3,50,"ACQ"
17,1,-1.0781,18.3281,1,4,58,"ACQ"
17,1,-1.0781,18.3281,2,1,0,"ACQ"
17,1,-1.0781,18.3281,2,2,0,"ACQ"
17,1,-1.0781,18.3281,2,3,3,"ACQ"
17,1,-1.0781,18.3281,2,4,0,"ACQ"
20,1,6.9219,30.3281,1,1,0,"ACQ"
20,1,6.9219,30.3281,1,2,89,"ACQ"
20,1,6.9219,30.3281,1,3,98,"ACQ"
20,1,6.9219,30.3281,1,4,99,"ACQ"
20,1,6.9219,30.3281,2,1,0,"ACQ"
20,1,6.9219,30.3281,2,2,4,"ACQ"
20,1,6.9219,30.3281,2,3,5,"ACQ"
20,1,6.9219,30.3281,2,4,2,"ACQ"
21,2,-8.0781,-10.6719,1,1,0,"ACQ"
21,2,-8.0781,-10.6719,1,2,7,"ACQ"
21,2,-8.0781,-10.6719,1,3,34,"ACQ"
21,2,-8.0781,-10.6719,1,4,41,"ACQ"
21,2,-8.0781,-10.6719,2,1,0,"ACQ"
21,2,-8.0781,-10.6719,2,2,3,"ACQ"
21,2,-8.0781,-10.6719,2,3,22,"ACQ"
21,2,-8.0781,-10.6719,2,4,47,"ACQ"
22,2,-10.0781,-22.6719,1,1,0,"ACQ"
22,2,-10.0781,-22.6719,1,2,57,"ACQ"
22,2,-10.0781,-22.6719,1,3,84,"ACQ"
22,2,-10.0781,-22.6719,1,4,86,"ACQ"
22,2,-10.0781,-22.6719,2,1,2,"ACQ"
22,2,-10.0781,-22.6719,2,2,1,"ACQ"
22,2,-10.0781,-22.6719,2,3,7,"ACQ"
22,2,-10.0781,-22.6719,2,4,0,"ACQ"
23,2,-9.0781,-25.6719,1,1,74,"ACQ"
23,2,-9.0781,-25.6719,1,2,82,"ACQ"
23,2,-9.0781,-25.6719,1,3,78,"ACQ"
23,2,-9.0781,-25.6719,1,4,82,"ACQ"
23,2,-9.0781,-25.6719,2,1,66,"ACQ"
23,2,-9.0781,-25.6719,2,2,10,"ACQ"
23,2,-9.0781,-25.6719,2,3,84,"ACQ"
23,2,-9.0781,-25.6719,2,4,67,"ACQ"
24,1,6.9219,2.32810000000001,1,1,2,"ACQ"
24,1,6.9219,2.32810000000001,1,2,7,"ACQ"
24,1,6.9219,2.32810000000001,1,3,50,"ACQ"
24,1,6.9219,2.32810000000001,1,4,72,"ACQ"
24,1,6.9219,2.32810000000001,2,1,36,"ACQ"
24,1,6.9219,2.32810000000001,2,2,NA,"ACQ"
24,1,6.9219,2.32810000000001,2,3,10,"ACQ"
24,1,6.9219,2.32810000000001,2,4,15,"ACQ"
25,1,-9.0781,-6.67189999999999,1,1,41,"ACQ"
25,1,-9.0781,-6.67189999999999,1,2,41,"ACQ"
25,1,-9.0781,-6.67189999999999,1,3,55,"ACQ"
25,1,-9.0781,-6.67189999999999,1,4,71,"ACQ"
25,1,-9.0781,-6.67189999999999,2,1,12,"ACQ"
25,1,-9.0781,-6.67189999999999,2,2,9,"ACQ"
25,1,-9.0781,-6.67189999999999,2,3,8,"ACQ"
25,1,-9.0781,-6.67189999999999,2,4,15,"ACQ"
26,2,9.9219,19.3281,1,1,32,"ACQ"
26,2,9.9219,19.3281,1,2,57,"ACQ"
26,2,9.9219,19.3281,1,3,66,"ACQ"
26,2,9.9219,19.3281,1,4,48,"ACQ"
26,2,9.9219,19.3281,2,1,39,"ACQ"
26,2,9.9219,19.3281,2,2,22,"ACQ"
26,2,9.9219,19.3281,2,3,3,"ACQ"
26,2,9.9219,19.3281,2,4,0,"ACQ"
27,1,-8.0781,-0.671899999999994,1,1,20,"ACQ"
27,1,-8.0781,-0.671899999999994,1,2,72,"ACQ"
27,1,-8.0781,-0.671899999999994,1,3,71,"ACQ"
27,1,-8.0781,-0.671899999999994,1,4,77,"ACQ"
27,1,-8.0781,-0.671899999999994,2,1,31,"ACQ"
27,1,-8.0781,-0.671899999999994,2,2,24,"ACQ"
27,1,-8.0781,-0.671899999999994,2,3,40,"ACQ"
27,1,-8.0781,-0.671899999999994,2,4,36,"ACQ"
28,1,-0.0780999999999992,12.3281,1,1,0,"ACQ"
28,1,-0.0780999999999992,12.3281,1,2,78,"ACQ"
28,1,-0.0780999999999992,12.3281,1,3,87,"ACQ"
28,1,-0.0780999999999992,12.3281,1,4,95,"ACQ"
28,1,-0.0780999999999992,12.3281,2,1,0,"ACQ"
28,1,-0.0780999999999992,12.3281,2,2,6,"ACQ"
28,1,-0.0780999999999992,12.3281,2,3,15,"ACQ"
28,1,-0.0780999999999992,12.3281,2,4,NA,"ACQ"
29,2,3.9219,-19.6719,1,1,26,"ACQ"
29,2,3.9219,-19.6719,1,2,17,"ACQ"
29,2,3.9219,-19.6719,1,3,2,"ACQ"
29,2,3.9219,-19.6719,1,4,3,"ACQ"
29,2,3.9219,-19.6719,2,1,0,"ACQ"
29,2,3.9219,-19.6719,2,2,11,"ACQ"
29,2,3.9219,-19.6719,2,3,3,"ACQ"
29,2,3.9219,-19.6719,2,4,3,"ACQ"
30,2,-8.0781,-12.6719,1,1,18,"ACQ"
30,2,-8.0781,-12.6719,1,2,69,"ACQ"
30,2,-8.0781,-12.6719,1,3,69,"ACQ"
30,2,-8.0781,-12.6719,1,4,83,"ACQ"
30,2,-8.0781,-12.6719,2,1,NA,"ACQ"
30,2,-8.0781,-12.6719,2,2,26,"ACQ"
30,2,-8.0781,-12.6719,2,3,23,"ACQ"
30,2,-8.0781,-12.6719,2,4,17,"ACQ"
31,1,-9.0781,-11.6719,1,1,NA,"ACQ"
31,1,-9.0781,-11.6719,1,2,44,"ACQ"
31,1,-9.0781,-11.6719,1,3,0,"ACQ"
31,1,-9.0781,-11.6719,1,4,71,"ACQ"
31,1,-9.0781,-11.6719,2,1,15,"ACQ"
31,1,-9.0781,-11.6719,2,2,24,"ACQ"
31,1,-9.0781,-11.6719,2,3,55,"ACQ"
31,1,-9.0781,-11.6719,2,4,8,"ACQ"
32,2,-4.0781,-15.6719,1,1,20,"ACQ"
32,2,-4.0781,-15.6719,1,2,32,"ACQ"
32,2,-4.0781,-15.6719,1,3,62,"ACQ"
32,2,-4.0781,-15.6719,1,4,66,"ACQ"
32,2,-4.0781,-15.6719,2,1,19,"ACQ"
32,2,-4.0781,-15.6719,2,2,44,"ACQ"
32,2,-4.0781,-15.6719,2,3,22,"ACQ"
32,2,-4.0781,-15.6719,2,4,32,"ACQ"
33,1,20.9219,13.3281,1,1,35,"ACQ"
33,1,20.9219,13.3281,1,2,65,"ACQ"
33,1,20.9219,13.3281,1,3,73,"ACQ"
33,1,20.9219,13.3281,1,4,78,"ACQ"
33,1,20.9219,13.3281,2,1,38,"ACQ"
33,1,20.9219,13.3281,2,2,70,"ACQ"
33,1,20.9219,13.3281,2,3,75,"ACQ"
33,1,20.9219,13.3281,2,4,47,"ACQ"
34,1,-12.0781,12.3281,1,1,0,"ACQ"
34,1,-12.0781,12.3281,1,2,25,"ACQ"
34,1,-12.0781,12.3281,1,3,62,"ACQ"
34,1,-12.0781,12.3281,1,4,79,"ACQ"
34,1,-12.0781,12.3281,2,1,2,"ACQ"
34,1,-12.0781,12.3281,2,2,31,"ACQ"
34,1,-12.0781,12.3281,2,3,NA,"ACQ"
34,1,-12.0781,12.3281,2,4,34,"ACQ"
35,1,20.9219,14.3281,1,1,NA,"ACQ"
35,1,20.9219,14.3281,1,2,65,"ACQ"
35,1,20.9219,14.3281,1,3,62,"ACQ"
35,1,20.9219,14.3281,1,4,71,"ACQ"
35,1,20.9219,14.3281,2,1,5,"ACQ"
35,1,20.9219,14.3281,2,2,28,"ACQ"
35,1,20.9219,14.3281,2,3,45,"ACQ"
35,1,20.9219,14.3281,2,4,51,"ACQ"
36,1,8.9219,-1.67189999999999,1,1,3,"ACQ"
36,1,8.9219,-1.67189999999999,1,2,96,"ACQ"
36,1,8.9219,-1.67189999999999,1,3,90,"ACQ"
36,1,8.9219,-1.67189999999999,1,4,97,"ACQ"
36,1,8.9219,-1.67189999999999,2,1,6,"ACQ"
36,1,8.9219,-1.67189999999999,2,2,5,"ACQ"
36,1,8.9219,-1.67189999999999,2,3,53,"ACQ"
36,1,8.9219,-1.67189999999999,2,4,74,"ACQ"
37,2,2.9219,23.3281,1,1,18,"ACQ"
37,2,2.9219,23.3281,1,2,18,"ACQ"
37,2,2.9219,23.3281,1,3,81,"ACQ"
37,2,2.9219,23.3281,1,4,66,"ACQ"
37,2,2.9219,23.3281,2,1,1,"ACQ"
37,2,2.9219,23.3281,2,2,0,"ACQ"
37,2,2.9219,23.3281,2,3,2,"ACQ"
37,2,2.9219,23.3281,2,4,61,"ACQ"
38,2,-3.0781,23.3281,1,1,8,"ACQ"
38,2,-3.0781,23.3281,1,2,14,"ACQ"
38,2,-3.0781,23.3281,1,3,37,"ACQ"
38,2,-3.0781,23.3281,1,4,34,"ACQ"
38,2,-3.0781,23.3281,2,1,8,"ACQ"
38,2,-3.0781,23.3281,2,2,8,"ACQ"
38,2,-3.0781,23.3281,2,3,21,"ACQ"
38,2,-3.0781,23.3281,2,4,37,"ACQ"
39,1,11.9219,-1.67189999999999,1,1,50,"ACQ"
39,1,11.9219,-1.67189999999999,1,2,68,"ACQ"
39,1,11.9219,-1.67189999999999,1,3,82,"ACQ"
39,1,11.9219,-1.67189999999999,1,4,97,"ACQ"
39,1,11.9219,-1.67189999999999,2,1,14,"ACQ"
39,1,11.9219,-1.67189999999999,2,2,41,"ACQ"
39,1,11.9219,-1.67189999999999,2,3,42,"ACQ"
39,1,11.9219,-1.67189999999999,2,4,27,"ACQ"
40,2,0.921900000000001,-14.6719,1,1,8,"ACQ"
40,2,0.921900000000001,-14.6719,1,2,40,"ACQ"
40,2,0.921900000000001,-14.6719,1,3,42,"ACQ"
40,2,0.921900000000001,-14.6719,1,4,51,"ACQ"
40,2,0.921900000000001,-14.6719,2,1,65,"ACQ"
40,2,0.921900000000001,-14.6719,2,2,84,"ACQ"
40,2,0.921900000000001,-14.6719,2,3,68,"ACQ"
40,2,0.921900000000001,-14.6719,2,4,80,"ACQ"
41,2,-5.0781,-16.6719,1,1,0,"ACQ"
41,2,-5.0781,-16.6719,1,2,0,"ACQ"
41,2,-5.0781,-16.6719,1,3,12,"ACQ"
41,2,-5.0781,-16.6719,1,4,16,"ACQ"
41,2,-5.0781,-16.6719,2,1,0,"ACQ"
41,2,-5.0781,-16.6719,2,2,0,"ACQ"
41,2,-5.0781,-16.6719,2,3,0,"ACQ"
41,2,-5.0781,-16.6719,2,4,0,"ACQ"
42,2,3.9219,-5.67189999999999,1,1,1,"ACQ"
42,2,3.9219,-5.67189999999999,1,2,0,"ACQ"
42,2,3.9219,-5.67189999999999,1,3,41,"ACQ"
42,2,3.9219,-5.67189999999999,1,4,22,"ACQ"
42,2,3.9219,-5.67189999999999,2,1,0,"ACQ"
42,2,3.9219,-5.67189999999999,2,2,3,"ACQ"
42,2,3.9219,-5.67189999999999,2,3,12,"ACQ"
42,2,3.9219,-5.67189999999999,2,4,19,"ACQ"
43,1,-8.0781,-14.6719,1,1,17,"ACQ"
43,1,-8.0781,-14.6719,1,2,31,"ACQ"
43,1,-8.0781,-14.6719,1,3,22,"ACQ"
43,1,-8.0781,-14.6719,1,4,32,"ACQ"
43,1,-8.0781,-14.6719,2,1,7,"ACQ"
43,1,-8.0781,-14.6719,2,2,31,"ACQ"
43,1,-8.0781,-14.6719,2,3,18,"ACQ"
43,1,-8.0781,-14.6719,2,4,33,"ACQ"
44,1,-3.0781,-19.6719,1,1,NA,"ACQ"
44,1,-3.0781,-19.6719,1,2,8,"ACQ"
44,1,-3.0781,-19.6719,1,3,67,"ACQ"
44,1,-3.0781,-19.6719,1,4,75,"ACQ"
44,1,-3.0781,-19.6719,2,1,57,"ACQ"
44,1,-3.0781,-19.6719,2,2,42,"ACQ"
44,1,-3.0781,-19.6719,2,3,28,"ACQ"
44,1,-3.0781,-19.6719,2,4,24,"ACQ"
45,2,-0.0780999999999992,4.32810000000001,1,1,NA,"ACQ"
45,2,-0.0780999999999992,4.32810000000001,1,2,40,"ACQ"
45,2,-0.0780999999999992,4.32810000000001,1,3,25,"ACQ"
45,2,-0.0780999999999992,4.32810000000001,1,4,33,"ACQ"
45,2,-0.0780999999999992,4.32810000000001,2,1,24,"ACQ"
45,2,-0.0780999999999992,4.32810000000001,2,2,22,"ACQ"
45,2,-0.0780999999999992,4.32810000000001,2,3,27,"ACQ"
45,2,-0.0780999999999992,4.32810000000001,2,4,24,"ACQ"
46,1,6.9219,3.32810000000001,1,1,48,"ACQ"
46,1,6.9219,3.32810000000001,1,2,83,"ACQ"
46,1,6.9219,3.32810000000001,1,3,91,"ACQ"
46,1,6.9219,3.32810000000001,1,4,74,"ACQ"
46,1,6.9219,3.32810000000001,2,1,57,"ACQ"
46,1,6.9219,3.32810000000001,2,2,62,"ACQ"
46,1,6.9219,3.32810000000001,2,3,41,"ACQ"
46,1,6.9219,3.32810000000001,2,4,26,"ACQ"
47,1,2.9219,-15.6719,1,1,17,"ACQ"
47,1,2.9219,-15.6719,1,2,49,"ACQ"
47,1,2.9219,-15.6719,1,3,35,"ACQ"
47,1,2.9219,-15.6719,1,4,31,"ACQ"
47,1,2.9219,-15.6719,2,1,11,"ACQ"
47,1,2.9219,-15.6719,2,2,38,"ACQ"
47,1,2.9219,-15.6719,2,3,29,"ACQ"
47,1,2.9219,-15.6719,2,4,15,"ACQ"
48,1,9.9219,4.32810000000001,1,1,22,"ACQ"
48,1,9.9219,4.32810000000001,1,2,36,"ACQ"
48,1,9.9219,4.32810000000001,1,3,20,"ACQ"
48,1,9.9219,4.32810000000001,1,4,59,"ACQ"
48,1,9.9219,4.32810000000001,2,1,40,"ACQ"
48,1,9.9219,4.32810000000001,2,2,37,"ACQ"
48,1,9.9219,4.32810000000001,2,3,17,"ACQ"
48,1,9.9219,4.32810000000001,2,4,55,"ACQ"
49,1,10.9219,14.3281,1,1,38,"ACQ"
49,1,10.9219,14.3281,1,2,75,"ACQ"
49,1,10.9219,14.3281,1,3,70,"ACQ"
49,1,10.9219,14.3281,1,4,52,"ACQ"
49,1,10.9219,14.3281,2,1,66,"ACQ"
49,1,10.9219,14.3281,2,2,76,"ACQ"
49,1,10.9219,14.3281,2,3,21,"ACQ"
49,1,10.9219,14.3281,2,4,25,"ACQ"
50,2,-9.0781,-2.67189999999999,1,1,4,"ACQ"
50,2,-9.0781,-2.67189999999999,1,2,25,"ACQ"
50,2,-9.0781,-2.67189999999999,1,3,67,"ACQ"
50,2,-9.0781,-2.67189999999999,1,4,56,"ACQ"
50,2,-9.0781,-2.67189999999999,2,1,49,"ACQ"
50,2,-9.0781,-2.67189999999999,2,2,43,"ACQ"
50,2,-9.0781,-2.67189999999999,2,3,35,"ACQ"
50,2,-9.0781,-2.67189999999999,2,4,45,"ACQ"
51,2,-1.0781,-14.6719,1,1,0,"ACQ"
51,2,-1.0781,-14.6719,1,2,85,"ACQ"
51,2,-1.0781,-14.6719,1,3,88,"ACQ"
51,2,-1.0781,-14.6719,1,4,94,"ACQ"
51,2,-1.0781,-14.6719,2,1,0,"ACQ"
51,2,-1.0781,-14.6719,2,2,0,"ACQ"
51,2,-1.0781,-14.6719,2,3,1,"ACQ"
51,2,-1.0781,-14.6719,2,4,11,"ACQ"
52,2,-12.0781,-10.6719,1,1,6,"ACQ"
52,2,-12.0781,-10.6719,1,2,17,"ACQ"
52,2,-12.0781,-10.6719,1,3,80,"ACQ"
52,2,-12.0781,-10.6719,1,4,67,"ACQ"
52,2,-12.0781,-10.6719,2,1,16,"ACQ"
52,2,-12.0781,-10.6719,2,2,27,"ACQ"
52,2,-12.0781,-10.6719,2,3,25,"ACQ"
52,2,-12.0781,-10.6719,2,4,19,"ACQ"
53,2,-9.0781,-2.67189999999999,1,1,0,"ACQ"
53,2,-9.0781,-2.67189999999999,1,2,36,"ACQ"
53,2,-9.0781,-2.67189999999999,1,3,78,"ACQ"
53,2,-9.0781,-2.67189999999999,1,4,51,"ACQ"
53,2,-9.0781,-2.67189999999999,2,1,0,"ACQ"
53,2,-9.0781,-2.67189999999999,2,2,9,"ACQ"
53,2,-9.0781,-2.67189999999999,2,3,17,"ACQ"
53,2,-9.0781,-2.67189999999999,2,4,8,"ACQ"
54,1,19.9219,8.32810000000001,1,1,0,"ACQ"
54,1,19.9219,8.32810000000001,1,2,5,"ACQ"
54,1,19.9219,8.32810000000001,1,3,58,"ACQ"
54,1,19.9219,8.32810000000001,1,4,45,"ACQ"
54,1,19.9219,8.32810000000001,2,1,0,"ACQ"
54,1,19.9219,8.32810000000001,2,2,8,"ACQ"
54,1,19.9219,8.32810000000001,2,3,36,"ACQ"
54,1,19.9219,8.32810000000001,2,4,19,"ACQ"
55,2,-1.0781,-4.67189999999999,1,1,6,"ACQ"
55,2,-1.0781,-4.67189999999999,1,2,12,"ACQ"
55,2,-1.0781,-4.67189999999999,1,3,12,"ACQ"
55,2,-1.0781,-4.67189999999999,1,4,32,"ACQ"
55,2,-1.0781,-4.67189999999999,2,1,0,"ACQ"
55,2,-1.0781,-4.67189999999999,2,2,NA,"ACQ"
55,2,-1.0781,-4.67189999999999,2,3,0,"ACQ"
55,2,-1.0781,-4.67189999999999,2,4,2,"ACQ"
56,2,33.9219,44.3281,1,1,30,"ACQ"
56,2,33.9219,44.3281,1,2,41,"ACQ"
56,2,33.9219,44.3281,1,3,25,"ACQ"
56,2,33.9219,44.3281,1,4,49,"ACQ"
56,2,33.9219,44.3281,2,1,34,"ACQ"
56,2,33.9219,44.3281,2,2,36,"ACQ"
56,2,33.9219,44.3281,2,3,60,"ACQ"
56,2,33.9219,44.3281,2,4,58,"ACQ"
57,1,-10.0781,-23.6719,1,1,19,"ACQ"
57,1,-10.0781,-23.6719,1,2,0,"ACQ"
57,1,-10.0781,-23.6719,1,3,NA,"ACQ"
57,1,-10.0781,-23.6719,1,4,6,"ACQ"
57,1,-10.0781,-23.6719,2,1,8,"ACQ"
57,1,-10.0781,-23.6719,2,2,0,"ACQ"
57,1,-10.0781,-23.6719,2,3,15,"ACQ"
57,1,-10.0781,-23.6719,2,4,2,"ACQ"
58,1,12.9219,34.3281,1,1,NA,"ACQ"
58,1,12.9219,34.3281,1,2,59,"ACQ"
58,1,12.9219,34.3281,1,3,77,"ACQ"
58,1,12.9219,34.3281,1,4,81,"ACQ"
58,1,12.9219,34.3281,2,1,25,"ACQ"
58,1,12.9219,34.3281,2,2,47,"ACQ"
58,1,12.9219,34.3281,2,3,32,"ACQ"
58,1,12.9219,34.3281,2,4,52,"ACQ"
59,1,-15.0781,-14.6719,1,1,0,"ACQ"
59,1,-15.0781,-14.6719,1,2,9,"ACQ"
59,1,-15.0781,-14.6719,1,3,16,"ACQ"
59,1,-15.0781,-14.6719,1,4,0,"ACQ"
59,1,-15.0781,-14.6719,2,1,0,"ACQ"
59,1,-15.0781,-14.6719,2,2,2,"ACQ"
59,1,-15.0781,-14.6719,2,3,0,"ACQ"
59,1,-15.0781,-14.6719,2,4,0,"ACQ"
60,2,-6.0781,0.328100000000006,1,1,1,"ACQ"
60,2,-6.0781,0.328100000000006,1,2,3,"ACQ"
60,2,-6.0781,0.328100000000006,1,3,0,"ACQ"
60,2,-6.0781,0.328100000000006,1,4,47,"ACQ"
60,2,-6.0781,0.328100000000006,2,1,13,"ACQ"
60,2,-6.0781,0.328100000000006,2,2,11,"ACQ"
60,2,-6.0781,0.328100000000006,2,3,1,"ACQ"
60,2,-6.0781,0.328100000000006,2,4,53,"ACQ"
61,2,-6.0781,4.32810000000001,1,1,0,"ACQ"
61,2,-6.0781,4.32810000000001,1,2,4,"ACQ"
61,2,-6.0781,4.32810000000001,1,3,14,"ACQ"
61,2,-6.0781,4.32810000000001,1,4,19,"ACQ"
61,2,-6.0781,4.32810000000001,2,1,0,"ACQ"
61,2,-6.0781,4.32810000000001,2,2,11,"ACQ"
61,2,-6.0781,4.32810000000001,2,3,0,"ACQ"
61,2,-6.0781,4.32810000000001,2,4,2,"ACQ"
62,1,8.9219,5.32810000000001,1,1,53,"ACQ"
62,1,8.9219,5.32810000000001,1,2,63,"ACQ"
